CLUST,NAME,STATE,TIER,LATITUDE,LONGITUDE,ELEVATION,EVENT50
8.3.7.0035,PRESCOTT 2 NNW,AR,1,33.8203,-93.3878,93.9,0.4
8.3.7.0038,SHERIDAN TWR,AR,1,34.45,-92.35,88.1,0.3
8.3.7.0040,STAMPS,AR,1,33.3667,-93.4833,82.3,0.3
8.3.7.0043,TAYLOR,AR,1,33.0986,-93.4647,76.2,0.4
8.3.7.0045,WARREN 2 WSW,AR,1,33.6044,-92.0997,64,0.4
8.3.7.0050,ARCADIA,LA,1,32.5511,-92.9186,121.9,0.3
8.3.7.0062,CALHOUN RSCH STN,LA,1,32.5133,-92.3486,36.6,0.4
8.3.7.0068,COTTON VALLEY 5 NNW,LA,1,32.8869,-93.4569,78.6,0.3
8.3.7.0090,HOSSTON,LA,1,32.8867,-93.8733,75,0.3
8.3.7.0106,MANSFIELD 4 NW,LA,1,32.0711,-93.7589,98.1,0.2
8.3.7.0113,MINDEN,LA,1,32.6053,-93.2947,56.4,0.3
8.3.7.0121,PLAIN DEALING,LA,1,32.8919,-93.6944,76.5,0.3
8.3.7.0129,RUSTON LA TECH,LA,1,32.51,-92.6503,89.9,0.3
8.3.7.0132,SHREVEPORT,LA,1,32.4429,-93.8338,80.8666666666667,0.2
8.3.7.0146,WINNFIELD 3 N,LA,1,31.9622,-92.6561,48.8,0.3
8.3.7.0150,ANTLERS,OK,1,34.2208,-95.615,143.3,0.2
8.3.7.0152,BOSWELL 1 S,OK,1,34.0211,-95.8722,167.6,0.3
8.3.7.0153,BROKEN BOW 1 N,OK,1,34.0497,-94.7381,144.8,0.3
8.3.7.0154,DURANT,OK,1,34,-96.3686,182.9,0.2
8.3.7.0156,HUGO,OK,1,34.0211,-95.5381,158.5,0.3
8.3.7.0157,IDABEL,OK,1,33.9336,-94.8278,111.3,0.2
8.3.7.0158,SOBOL TWR,OK,1,34.1333,-95.2333,228.6,0.4
8.3.7.0163,ATLANTA,TX,1,33.1244,-94.1661,96,0.3
8.3.7.0170,CARTHAGE,TX,1,32.1614,-94.3397,93,0.2
8.3.7.0171,CENTER,TX,1,31.8075,-94.1642,99.1,0.3
8.3.7.0179,DEKALB,TX,1,33.4797,-94.6175,103.9,0.3
8.3.7.0181,DIALVILLE 2 W,TX,1,31.8614,-95.2619,187.8,0.3
8.3.7.0190,GILMER 4 WNW,TX,1,32.7464,-95.0497,118.9,0.4
8.3.7.0200,HENDERSON,TX,1,32.1808,-94.7964,128,0.3
8.3.7.0220,LONGVIEW,TX,1,32.4725,-94.7172,100.6,0.3
8.3.7.0227,MARSHALL,TX,1,32.4892,-94.3289,92,0.2
8.3.7.0236,NEGLEY 4 SSW,TX,1,33.7042,-95.07,123.4,0.2
8.3.7.0238,NEW BOSTON,TX,1,33.4547,-94.4089,105.2,0.3
8.3.7.0260,TEXARKANA,TX,1,33.4367,-94.0772,118.9,0.3
8.3.7.0273,LITTLE ROCK AP ADAMS FLD,AR,1,34.7272,-92.2389,78.6,0.4
8.3.7.0275,TEXARKANA WEBB FLD,AR,1,33.4536,-94.0075,110,0.3
8.3.7.0278,MONTICELLO MUNI AP,AR,1,33.6361,-91.7556,88.4,0.4
8.3.7.0279,PALESTINE 2 NE,TX,1,31.7831,-95.6039,141.7,0.3
8.3.7.0281,EL DORADO S AR RGNL AP,AR,1,33.2208,-92.8142,76.8,0.3
8.3.8.0008,BONHAM 3NNE,TX,1,33.6403,-96.1661,180.4,0.3
8.3.8.0017,CLARKSVILLE 2NE,TX,1,33.6164,-95.0717,132.6,0.2
8.3.8.0048,MEXIA,TX,1,31.6181,-96.449700000000007,153.3,0.2
8.3.8.0051,MT PLEASANT,TX,1,33.1689,-95.0056,129.5,0.2
8.3.8.0052,MT VERNON,TX,1,33.1964,-95.2236,136.2,0.4
8.3.8.0056,PARIS,TX,1,33.6744,-95.5586,165.2,0.3
8.3.8.0070,SULPHUR SPRINGS,TX,1,33.1481,-95.6269,150.9,0.2
8.3.8.0077,WILLS PT,TX,1,32.7019,-96.015,158.5,0.3
8.4.1.0002,MOUNTAIN LAKE PARK 0.4 E,MD,1,39.4086,-79.38625,742.35,2.3
8.4.1.0005,HAGERSTOWN 1.0 ENE,MD,1,39.6413,-77.6998,161.1,1.1
8.4.1.0022,READING 3.5 SW,PA,1,40.32475,-75.9777,92.8,1
8.4.1.0064,BERRYVILLE 0.9 NNW,VA,1,39.15535,-77.9859,189.75,1.3
8.4.1.0070,BLACKSBURG 0.4 N,VA,1,37.2474666666667,-80.4205666666667,656.233333333333,0.9
8.4.1.0091,FT PAYNE,AL,1,34.4406,-85.7236,279.5,0.3
8.4.1.0095,LEEDS,AL,1,33.5228,-86.58,182.9,0.3
8.4.1.0096,LEESBURG,AL,1,34.1833,-85.7667,180.1,0.2
8.4.1.0115,CALHOUN EXP STN,GA,1,34.4833,-84.9667,199.6,0.4
8.4.1.0117,CARTERSVILLE,GA,1,34.19335,-84.79415,237.6,0.2
8.4.1.0118,CEDARTOWN,GA,1,34.0589,-85.2339,239.3,0.4
8.4.1.0119,CHATSWORTH,GA,1,34.7625,-84.77375,225.7,0.4
8.4.1.0121,CURRYVILLE 3 W,GA,1,34.4397,-85.1033,188.1,0.1
8.4.1.0122,DALTON,GA,1,34.77,-84.887200000000007,243.5,0.3
8.4.1.0123,FAIRMOUNT,GA,1,34.4364,-84.7,226.5,0.3
8.4.1.0126,CHICKAMAUGA 2 SW,GA,1,34.8531,-85.3142,243.5,0.3
8.4.1.0127,RESACA,GA,1,34.5911,-84.9589,198.1,0.4
8.4.1.0129,ROME,GA,1,34.2414,-85.1583,208.8,0.2
8.4.1.0130,SUMMERVILLE,GA,1,34.4547,-85.39,194.8,0.3
8.4.1.0133,CLEAR SPRING 1 ENE,MD,1,39.6667,-77.9,177.1,1.2
8.4.1.0134,CUMBERLAND,MD,1,39.65,-78.75,274,1.1
8.4.1.0135,CUMBERLAND 2,MD,1,39.6419,-78.7561,222.5,1.1
8.4.1.0136,CUMBERLAND POLICE BRK,MD,1,39.6394,-78.8308,295.7,1.3
8.4.1.0138,HAGERSTOWN,MD,1,39.65,-77.7333,201.2,0.9
8.4.1.0139,HANCOCK,MD,1,39.69845,-78.1804,116.55,1.1
8.4.1.0140,KEEDYSVILLE,MD,1,39.4833,-77.7,128,0.8
8.4.1.0141,MERRILL,MD,1,39.6,-79.0833,545.6,2.1
8.4.1.0142,PICARDY,MD,1,39.55,-78.5167,313.9,1.4
8.4.1.0143,SAVAGE RVR DAM,MD,1,39.51,-79.14,455.7,1.6
8.4.1.0147,WILLIAMSPORT,MD,1,39.6108,-77.8472,109.7,1.2
8.4.1.0148,BELVIDERE,NJ,1,40.83125,-75.0833,82.6,1.1
8.4.1.0151,LAYTON 3 NW,NJ,1,41.25,-74.85,143,1.9
8.4.1.0152,NEWTON,NJ,1,41.0553,-74.7592,184.4,1.5
8.4.1.0153,PHILLIPSBURG,NJ,1,40.68945,-75.19165,62.8,1
8.4.1.0154,SUSSEX 3 WNW,NJ,1,41.2214,-74.6625,203.3,1.7
8.4.1.0156,ELLENVILLE,NY,1,41.7167,-74.4,106.7,1.7
8.4.1.0158,GARDNERVILLE,NY,1,41.3458,-74.4872,140.2,1.9
8.4.1.0161,MOHONK LAKE,NY,1,41.7681,-74.155,379.5,2.3
8.4.1.0162,WALDEN 2 NE,NY,1,41.55905,-74.16475,118.85,1.5
8.4.1.0163,ALLENTOWN GAS COMPANY,PA,1,40.6,-75.4667,75.9,1.1
8.4.1.0165,ALTOONA HORSESHOE CURV,PA,1,40.5,-78.4833,458.1,1.7
8.4.1.0166,ALTOONA 3 W,PA,1,40.495,-78.4667,402.3,1.5
8.4.1.0167,BEAR GAP,PA,1,40.8208,-76.4983,309.4,1.3
8.4.1.0168,BEAVERTOWN 1 NE,PA,1,40.7742,-77.1575,164.6,1.5
8.4.1.0169,BELLEFONTE 4 S,PA,1,40.85,-77.7833,338.9,1.3
8.4.1.0177,BLOSERVILLE 1 N,PA,1,40.2636,-77.3639,213.4,1.3
8.4.1.0178,BLUE MARSH LAKE,PA,1,40.3803,-76.0275,106.7,1.3
8.4.1.0180,BUFFALO MILLS,PA,1,39.9458,-78.6458,399.3,1.4
8.4.1.0184,CARLISLE,PA,1,40.2,-77.2167,143,1.3
8.4.1.0185,CHAMBERSBURG 1 ESE,PA,1,39.9353,-77.6394,195.1,1.2
8.4.1.0189,DANVILLE,PA,1,40.9592,-76.6175,145.7,1.1
8.4.1.0196,EVERETT,PA,1,40.0136,-78.3653,304.8,1.2
8.4.1.0197,FREELAND,PA,1,41.0167,-75.9,580,2.2
8.4.1.0202,HAMBURG,PA,1,40.5592,-75.9872,114.3,1.1
8.4.1.0206,HUNTINGDON,PA,1,40.5153,-78.0025,208.8,1.3
8.4.1.0207,HUNTSDALE,PA,1,40.1,-77.3,189,1.3
8.4.1.0208,HYNDMAN,PA,1,39.8167,-78.7333,292.6,1.1
8.4.1.0210,JIM THORPE,PA,1,40.8667,-75.75,253,1.4
8.4.1.0214,LAURELTON CTR,PA,1,40.9017,-77.2139,243.8,1.4
8.4.1.0215,LEBANON 3 W,PA,1,40.3333,-76.475,138.55,1.1
8.4.1.0216,LEHIGHTON 1SSW,PA,1,40.8222,-75.6961,138.7,1.6
8.4.1.0217,LEWISBURG,PA,1,40.9571,-76.87265,143.25,1.1
8.4.1.0218,LEWISTOWN,PA,1,40.5864,-77.5692,140.2,1
8.4.1.0219,LOCK HAVEN,PA,1,41.1322,-77.42515,170.2,1.2
8.4.1.0221,MAHANOY CITY 2 N,PA,1,40.8344,-76.1353,521.2,1.8
8.4.1.0222,MAPLETON DEPOT,PA,1,40.4,-77.9333,176.8,1.2
8.4.1.0226,MERCERSBURG 1 E,PA,1,39.8333,-77.9,164.9,1.2
8.4.1.0228,MIFFLINTOWN,PA,1,40.5717,-77.4067,189,1.4
8.4.1.0229,MILLHEIM,PA,1,40.8847,-77.475,341.4,1.6
8.4.1.0230,MILLVILLE 2 SW,PA,1,41.1,-76.5667,262.1,1.4
8.4.1.0232,MYERSTOWN,PA,1,40.3675,-76.3064,146.3,1.1
8.4.1.0235,NEWPORT RIVER,PA,1,40.4783,-77.1294,115.8,1.1
8.4.1.0236,NEW TRIPOLI 4 E,PA,1,40.6833,-75.6833,210,1.4
8.4.1.0237,PALMERTON,PA,1,40.8,-75.6167,125,1.1
8.4.1.0241,POTTSVILLE,PA,1,40.69165,-76.19165,200.7,1.4
8.4.1.0245,SAXTON 1W,PA,1,40.2172,-78.2539,253,1.1
8.4.1.0246,SCRANTON,PA,1,41.4167,-75.6667,245.1,0.8
8.4.1.0247,SELINSGROVE 2 S,PA,1,40.7831,-76.8617,128,1.2
8.4.1.0248,SHAMOKIN,PA,1,40.8,-76.55,234.7,1.4
8.4.1.0250,SHICKSHINNY 3 N,PA,1,41.1831,-76.1489,208.8,1.3
8.4.1.0251,SHIPPENSBURG,PA,1,40.0589,-77.5214,207.3,1.2
8.4.1.0254,STATE COLLEGE,PA,1,40.7933,-77.8672,356.6,1.3
8.4.1.0255,STRAUSSTOWN,PA,1,40.4833,-76.1833,182.9,1.2
8.4.1.0256,E STROUDSBURG,PA,1,41.0147,-75.2069,145.7,1.5
8.4.1.0258,SUNBURY,PA,1,40.855,-76.77835,158.5,1.2
8.4.1.0259,TAMAQUA,PA,1,40.7947,-75.9753,281.9,1.5
8.4.1.0260,TAMAQUA 4 N DAM,PA,1,40.8483,-75.9994,347.5,2.1
8.4.1.0261,TYRONE,PA,1,40.6644,-78.2192,271.3,1.2
8.4.1.0266,WILKES BARRE,PA,1,41.2333,-75.8833,201.2,1.1
8.4.1.0267,WILLIAMSBURG,PA,1,40.4667,-78.2,257.6,1.1
8.4.1.0268,WILLIAMSPORT,PA,1,41.24095,-76.99165,155.45,1.1
8.4.1.0270,WOLFSBURG,PA,1,40.0394,-78.5239,361.2,1.2
8.4.1.0272,ATHENS,TN,1,35.4322,-84.5833,286.5,0.4
8.4.1.0275,CLEVELAND FLTR PLT,TN,1,35.2192,-84.7917,256.6,0.4
8.4.1.0277,CONASAUGA 2N,TN,1,35.0328,-84.7347,260.3,0.5
8.4.1.0278,DAYTON 2SE,TN,1,35.4722,-84.9958,250.5,0.4
8.4.1.0279,DECATUR 1 N,TN,1,35.5333,-84.7833,267.9,0.5
8.4.1.0281,ELIZABETHTON,TN,1,36.3539,-82.2486,453.2,0.7
8.4.1.0283,GREENEVILLE EXP STN,TN,1,36.1056,-82.8436,402.3,0.5
8.4.1.0284,JEFFERSON CITY EVAP,TN,1,36.1167,-83.5,366.1,0.5
8.4.1.0288,KINGSPORT,TN,1,36.5194,-82.5275,391.4,0.6
8.4.1.0289,KINGSTON,TN,1,35.8575,-84.5278,222.5,0.5
8.4.1.0292,LENOIR CITY,TN,1,35.7875,-84.262200000000007,239.3,0.4
8.4.1.0293,LOUDON 1 E,TN,1,35.7333,-84.3333,244.1,0.4
8.4.1.0297,NEWPORT 1 NW,TN,1,35.9833,-83.2008,315.8,0.4
8.4.1.0298,NORRIS,TN,1,36.2131,-84.0603,338.3,0.5
8.4.1.0300,ROCKWOOD 2,TN,1,35.8361,-84.6919,233.8,0.3
8.4.1.0301,ROGERSVILLE 1 NE,TN,1,36.4161,-82.9839,413,0.6
8.4.1.0303,SEVIERVILLE,TN,1,35.9297,-83.5983,274,0.5
8.4.1.0306,TAZEWELL,TN,1,36.465,-83.5603,416.1,0.6
8.4.1.0309,ABINGDON 3S,VA,1,36.6686,-81.9647,586.7,0.6
8.4.1.0310,BLACKSBURG NWSO,VA,1,37.2039,-80.4144,641,1
8.4.1.0311,BLAND,VA,1,37.0997,-81.1161,609.6,1.1
8.4.1.0313,BUCHANAN,VA,1,37.5247,-79.6817,268.2,0.7
8.4.1.0314,BUENA VISTA,VA,1,37.7267,-79.3628,256,1
8.4.1.0315,BURKES GARDEN,VA,1,37.0908,-81.3364,935.1,1.4
8.4.1.0316,CATAWBA HOSPITAL,VA,1,37.3833,-80.0833,573,0.8
8.4.1.0318,CLIFTON FORGE 2 NW,VA,1,37.85,-79.8333,426.7,0.9
8.4.1.0320,COVINGTON,VA,1,37.79985,-79.9968,373.55,0.8
8.4.1.0321,CRAIGSVILLE 2 S,VA,1,38.0517,-79.3858,535.8,1.3
8.4.1.0322,DALE ENTERPRISE,VA,1,38.4547,-78.9353,413.9,0.9
8.4.1.0323,DAMASCUS,VA,1,36.6333,-81.8,595,0.8
8.4.1.0324,DEERFIELD 1 S,VA,1,38.1667,-79.3667,524.9,1.1
8.4.1.0325,EARLEHURST,VA,1,37.6658,-80.2442,620.9,0.8
8.4.1.0329,GATHRIGHT DAM,VA,1,37.9458,-79.9542,539.5,0.8
8.4.1.0331,HOT SPRINGS,VA,1,37.9994,-79.8322,684,1.1
8.4.1.0333,KERRS CREEK 6 WNW,VA,1,37.8706,-79.5689,457.2,0.9
8.4.1.0334,LAFAYETTE 1 NE,VA,1,37.2392,-80.1994,402.3,0.8
8.4.1.0336,LEXINGTON,VA,1,37.7767,-79.4386,334.4,0.9
8.4.1.0339,MENDOTA,VA,1,36.7,-82.3167,412.1,0.8
8.4.1.0341,MONTEREY,VA,1,38.4167,-79.5833,890.9,1.6
8.4.1.0345,NEW CASTLE,VA,1,37.5092,-80.0981,383.4,1
8.4.1.0346,NEWPORT 2 NNW,VA,1,37.2969,-80.4939,627.9,0.5
8.4.1.0347,NORTH RIVER DAM,VA,1,38.3667,-79.2667,732.1,1
8.4.1.0348,PENNINGTON GAP,VA,1,36.7381,-82.9967,448.1,0.7
8.4.1.0349,PULASKI 2 E,VA,1,37.0556,-80.7842,563.9,0.8
8.4.1.0355,SALTVILLE,VA,1,36.88635,-81.7689,526.55,0.6
8.4.1.0357,PEARISBURG 4 SSE,VA,1,37.2786,-80.6889,511.5,0.8
8.4.1.0359,STAUNTON WTP,VA,1,38.1692,-79.0844,51.5,1
8.4.1.0361,TIMBERVILLE 3 E,VA,1,38.65,-78.7167,305.1,0.9
8.4.1.0364,WINCHESTER,VA,1,39.1857,-78.1342,213.4,1.2
8.4.1.0365,WOODSTOCK 2 NE,VA,1,38.8969,-78.4678,205.7,1.1
8.4.1.0366,WYTHEVILLE,VA,1,36.9617,-81.0869,749.2,0.9
8.4.1.0367,ARBOVALE 2,WV,1,38.4333,-79.8167,833,1.4
8.4.1.0368,BARTOW 1S,WV,1,38.5311,-79.7714,922,1.8
8.4.1.0374,BRUSHY RUN,WV,1,38.8333,-79.25,419.1,1.1
8.4.1.0376,CACAPON ST PK #2,WV,1,39.5047,-78.2904,290.95,1.3
8.4.1.0377,DAILEY 1 SE,WV,1,38.7746,-79.9039,611.3,1
8.4.1.0380,FRANKLIN 2 NE,WV,1,38.6756,-79.3092,579.1,1.2
8.4.1.0382,KEARNEYSVILLE,WV,1,39.3833,-77.8833,167.6,1.1
8.4.1.0383,KEYSER,WV,1,39.42735,-78.99415,289.1,1.1
8.4.1.0387,MATHIAS,WV,1,38.8722,-78.8617,469.4,1.3
8.4.1.0388,MOOREFIELD 1 SSE,WV,1,39.0461,-78.9664,271.3,1.2
8.4.1.0390,PARSONS 3 SE,WV,1,39.0736,-79.6339,541,1.5
8.4.1.0392,PETERSBURG,WV,1,38.99945,-79.1264,301.4,1.2
8.4.1.0393,ROMNEY 1 SW,WV,1,39.3389,-78.7711,219.5,1.3
8.4.1.0394,ROWLESBURG 1,WV,1,39.3419,-79.6697,433.7,1.6
8.4.1.0395,SENECA SF 1N,WV,1,38.3333,-79.925,746.8,1.6
8.4.1.0398,SPRUCE KNOB,WV,1,38.6833,-79.5167,929.9,3.4
8.4.1.0399,TERRA ALTA #1,WV,1,39.4467,-79.5469,801.6,2.9
8.4.1.0402,VALLEY HEAD,WV,1,38.5453,-80.0369,739.1,1.4
8.4.1.0403,WARDENSVILLE R M FARM,WV,1,39.1058,-78.5808,292.6,1.3
8.4.1.0404,WHITE SULPHUR SPRINGS,WV,1,37.7883,-80.3083,584.9,1.1
8.4.1.0405,OAK RIDGE ATDD,TN,1,36.0028,-84.2486,275.8,0.4
8.4.1.0407,ELKINS RANDOLPH CO AP,WV,1,38.8853,-79.8528,603.2,1
8.4.1.0409,MARTINSBURG E WV RGNL AP,WV,1,39.4019,-77.9844,162.8,1.1
8.4.1.0410,ROANOKE RGNL AP,VA,1,37.3169,-79.9742,358.1,0.8
8.4.1.0412,ANNISTON METRO AP,AL,1,33.5872,-85.8556,181.1,0.2
8.4.1.0413,BIRMINGHAM AP,AL,1,33.5656,-86.745,187.5,0.2
8.4.1.0414,BRISTOL TRI CITY AP,TN,1,36.4731,-82.4044,457.2,0.5
8.4.1.0415,CHATTANOOGA LOVELL AP,TN,1,35.0311,-85.2014,204.5,0.4
8.4.1.0416,KNOXVILLE MCGHEE TYSON AP,TN,1,35.8181,-83.9858,293.2,0.4
8.4.1.0418,ALTOONA BLAIR CO AP,PA,1,40.2964,-78.3203,451.1,1.1
8.4.1.0419,ALLENTOWN INTL AP,PA,1,40.6508,-75.4492,118.9,1.1
8.4.1.0420,HARRISBURG CPTL CY AP,PA,1,40.2172,-76.8514,103.6,1
8.4.1.0422,WILKES-BARRE INTL AP,PA,1,41.3336,-75.7269,283.5,0.9
8.4.1.0423,WILLIAMSPORT,PA,1,41.2433,-76.9217,158.5,1
8.4.1.0425,ROME R B RUSSELL AP,GA,1,34.3478,-85.1611,194.8,0.2
8.4.2.0004,CRAIGSVILLE 0.6 NE,WV,1,38.34685,-80.6373,679.75,1.8
8.4.2.0008,BARBOURVILLE,KY,1,36.8825,-83.8819,301.8,0.5
8.4.2.0009,BAXTER,KY,1,36.8583,-83.3303,354.8,0.6
8.4.2.0015,BUCKHORN LAKE,KY,1,37.3417,-83.4706,237.7,0.8
8.4.2.0016,BURDINE 2 NE,KY,1,37.2167,-82.5833,475.5,0.9
8.4.2.0031,HAZARD,KY,1,37.2486,-83.19085,266.55,0.7
8.4.2.0034,HYDEN,KY,1,37.15,-83.3667,295.7,0.8
8.4.2.0038,JACKSON,KY,1,37.5418,-83.3661,227.1,0.6
8.4.2.0039,JEREMIAH 1 S,KY,1,37.1614,-82.9364,335.3,0.4
8.4.2.0041,MANCHESTER 4 W,KY,1,37.15,-83.8167,265.2,0.7
8.4.2.0044,MIDDLESBORO FIRE DEPT,KY,1,36.6086,-83.7144,344.4,0.6
8.4.2.0045,ONEIDA,KY,1,37.2669,-83.65,231.6,0.5
8.4.2.0046,PAINTSVILLE 1E,KY,1,37.8175,-82.7883,192,0.6
8.4.2.0048,PIKEVILLE,KY,1,37.4833,-82.5167,209.1,0.6
8.4.2.0053,SKYLINE 1 SE,KY,1,37.0875,-82.9925,330.1,0.7
8.4.2.0057,WILLIAMSBURG 2,KY,1,36.7333,-84.15835,285.3,0.6
8.4.2.0060,FROSTBURG,MD,1,39.65485,-78.9347,657.15,2
8.4.2.0062,LUKE,MD,1,39.47915,-79.05,306.475,1.2
8.4.2.0064,SINES DEEP CREEK,MD,1,39.52805,-79.4149,621.95,2
8.4.2.0065,BLAIRSVILLE 6 ENE,PA,1,40.44165,-79.15,619.95,2.2
8.4.2.0066,BOSWELL 6 WNW,PA,1,40.16795,-79.137200000000007,808,3.2
8.4.2.0067,BOSWELL,PA,1,40.1597,-79.0286,570.6,1.6
8.4.2.0069,CARROLLTOWN 1 NNE,PA,1,40.5833,-78.7,634,2
8.4.2.0071,CHALK HILL 2 ENE,PA,1,39.8481,-79.5897,603.5,2.3
8.4.2.0072,CLARENCE,PA,1,41.0489,-77.9411,423.7,1.7
8.4.2.0073,CLEARFIELD,PA,1,41.0167,-78.45,347.5,1.5
8.4.2.0074,CLEARFIELD CLIMAT,PA,1,41.0192,-78.4256,381,1.5
8.4.2.0075,CONFLUENCE 1 SW DAM,PA,1,39.7994,-79.3664,454.2,1.5
8.4.2.0076,CONFLUENCE 1 NW,PA,1,39.8333,-79.3667,405.7,1.4
8.4.2.0079,DERRY 4 SW,PA,1,40.3,-79.3333,323.1,1.5
8.4.2.0080,DONEGAL 2 NW,PA,1,40.1275,-79.4058,548.6,1.9
8.4.2.0081,DU BOIS 7 E,PA,1,41.1,-78.6333,509,1.6
8.4.2.0083,EBENSBURG,PA,1,40.4833,-78.7167,637,2.4
8.4.2.0084,EBENSBURG SEWAGE PLT,PA,1,40.4681,-78.7289,591.3,2.4
8.4.2.0088,JOHNSTOWN,PA,1,40.3333,-78.9167,370,1.5
8.4.2.0094,MADERA 2 SE,PA,1,40.8,-78.4,487.7,1.7
8.4.2.0097,MEYERSDALE 2 SSW,PA,1,39.7808,-79.0411,609.6,2
8.4.2.0100,PRINCE GALLITZIN SP,PA,1,40.6514,-78.555,463.3,1.7
8.4.2.0101,RECTOR 3 SSW,PA,1,40.1667,-79.2667,405.4,1
8.4.2.0104,SOMERSET,PA,1,40.0068,-79.0833,648,2.2
8.4.2.0108,NEWCOMB,TN,1,36.5517,-84.1728,309.1,0.5
8.4.2.0114,DANTE,VA,1,36.9833,-82.2833,561.1,0.8
8.4.2.0117,GLEN LYN,VA,1,37.3733,-80.8597,463.3,0.6
8.4.2.0118,GRUNDY,VA,1,37.2822,-82.0886,352.7,0.6
8.4.2.0120,JOHN FLANNAGAN LAKE,VA,1,37.2322,-82.3464,453.5,0.6
8.4.2.0122,N FK LAKE,VA,1,37.1244,-82.6339,510.5,0.7
8.4.2.0124,WISE 1SE,VA,1,36.9725,-82.5578,781.5,1
8.4.2.0125,ALBRIGHT,WV,1,39.4881,-79.6369,371.6,1.1
8.4.2.0126,ALDERSON,WV,1,37.7272,-80.6583,473,0.9
8.4.2.0127,ALPENA 1 NW,WV,1,38.9167,-79.6667,921.1,4.7
8.4.2.0129,ATHENS,WV,1,37.4225,-81.0256,760.5,1
8.4.2.0130,BAYARD,WV,1,39.2728,-79.3683,735.2,2.6
8.4.2.0131,BECKLEY VA HOSPITAL,WV,1,37.7647,-81.1942,710.2,1.2
8.4.2.0132,BELINGTON,WV,1,39.0231,-79.9331,539.2,1.2
8.4.2.0134,BLUEFIELD 2 NW,WV,1,37.2667,-81.2667,796.1,0.9
8.4.2.0135,BLUESTONE LAKE,WV,1,37.65405,-80.8833,429.8,0.8
8.4.2.0136,BRANDONVILLE,WV,1,39.6667,-79.6167,548,2.1
8.4.2.0137,BUCKEYE,WV,1,38.1872,-80.1336,655.3,1.4
8.4.2.0139,CANAAN VALLEY,WV,1,39.04915,-79.42865,991.05,4.6
8.4.2.0143,CLAY,WV,1,38.4597,-81.085,222.5,0.9
8.4.2.0149,DRY CREEK,WV,1,37.86335,-81.4732,377.2,0.8
8.4.2.0151,DUNLOW 1 SW,WV,1,37.9494,-82.4047,339.2,0.7
8.4.2.0152,EAST RAINELLE 3 NNE,WV,1,37.99165,-80.75,741.7,1.9
8.4.2.0154,FLAT TOP,WV,1,37.5894,-81.0925,1016.5,2.1
8.4.2.0155,GARY,WV,1,37.3667,-81.55,435.9,0.6
8.4.2.0156,GLADY 1 N,WV,1,38.8072,-79.7172,865.6,2.3
8.4.2.0157,HACKER VALLEY,WV,1,38.6194,-80.3822,484.6,1.4
8.4.2.0159,HICO,WV,1,38.1225,-81.0081,713.2,1.1
8.4.2.0161,IAEGER 1SW,WV,1,37.4503,-81.8236,326.1,0.8
8.4.2.0163,KERMIT,WV,1,37.8333,-82.4,189,0.7
8.4.2.0165,KUMBRABOW,WV,1,38.6314,-80.0856,986,3.9
8.4.2.0166,LEWISBURG 3 N,WV,1,37.8567,-80.4042,701,1.1
8.4.2.0168,LOGAN,WV,1,37.8664,-81.9844,204.8,0.8
8.4.2.0169,LONDON LOCKS,WV,1,38.1933,-81.37,192.6,0.7
8.4.2.0170,MADISON 3NNW,WV,1,38.1025,-81.8464,210,0.8
8.4.2.0171,MAN,WV,1,37.7447,-81.887200000000007,218.5,0.5
8.4.2.0172,MARLINTON,WV,1,38.2175,-80.0914,655.3,1.2
8.4.2.0174,MCROSS 3 E,WV,1,37.9889,-80.68,984.5,2.9
8.4.2.0179,OAK HILL,WV,1,37.9714,-81.1508,621.8,1
8.4.2.0183,PICKENS 1,WV,1,38.65835,-80.2167,834.1,2.8
8.4.2.0184,PINEVILLE,WV,1,37.5742,-81.5356,402.3,0.8
8.4.2.0186,PRINCETON,WV,1,37.3842,-81.0822,722.4,0.9
8.4.2.0191,RENICK 2,WV,1,37.9957,-80.36555,644.95,1
8.4.2.0193,RICHWOOD 1 SSE,WV,1,38.20305,-80.51865,948.05,1.9
8.4.2.0194,SNOWSHOE,WV,1,38.3989,-79.995,1478.3,5
8.4.2.0195,STONY RIVER DAM,WV,1,39.1333,-79.3,1036.9,3.9
8.4.2.0197,SUMMERSVILLE LAKE,WV,1,38.2203,-80.8939,538.9,1.1
8.4.2.0198,THOMAS,WV,1,39.15,-79.5,917.4,3.3
8.4.2.0199,UNION 3 SSE,WV,1,37.5436,-80.5336,643.1,0.8
8.4.2.0200,WEBSTER SPRINGS,WV,1,38.4739,-80.4086,461.5,1.1
8.4.2.0203,WILLIAMSON,WV,1,37.6699,-82.2797,217.9,0.7
8.4.2.0204,BLUEFIELD MERCER CO AP,WV,1,37.2958,-81.2078,874.8,1.1
8.4.2.0205,BECKLEY RALEIGH CO AP,WV,1,37.7836,-81.1231,766.3,1.1
8.4.2.0206,JACKSON,KY,1,37.5908,-83.3131,415.7,0.6
8.4.2.0208,PHILIPSBURG 8 E,PA,1,40.9167,-78.0667,592.8,2.2
8.4.3.0019,LATROBE 0.6 NW,PA,1,40.3178,-79.38635,301,1
8.4.3.0026,MIDDLEBOURNE 3.2 ESE,WV,1,39.47,-80.857,234.7,0.9
8.4.3.0027,WILLIAMSTOWN 0.4 WNW,WV,1,39.4074,-81.4478666666667,188.966666666667,0.8
