CLUST,NAME,STATE,TIER,LATITUDE,LONGITUDE,ELEVATION,EVENT50
10.1.5.0210,GARFIELD,UT,1,40.7242,-112.1975,1310,0.7
10.1.5.0211,GARLAND 1 NE,UT,1,41.756100000000004,-112.1517,1322.8,1
10.1.5.0212,GARRISON,UT,1,38.9333,-114.0333,1603.2,0.7
10.1.5.0213,GENEVA STEEL 2,UT,1,40.28835,-111.7351,1381.35,0.6
10.1.5.0215,GOVERNMENT CREEK,UT,1,40.05,-112.6667,1610,0.8
10.1.5.0216,GRANTSVILLE 2W,UT,1,40.6019,-112.5075,1386.8,0.7
10.1.5.0218,GROUSE CREEK,UT,1,41.7139,-113.8694,1621.5,1.4
10.1.5.0219,GUNLOCK PH,UT,1,37.2806,-113.7283,1252.7,0.8
10.1.5.0220,IBAPAH,UT,1,40.0378,-113.9886,1609,0.8
10.1.5.0222,JOHNSON PASS,UT,1,40.3375,-112.6114,1700.8,1.3
10.1.5.0223,KANOSH,UT,1,38.7953,-112.4383,1335.6,1.5
10.1.5.0226,LEVAN,UT,1,39.5608,-111.8653,1614.8,1.1
10.1.5.0227,LEWISTON,UT,1,41.9667,-111.8333,1366.1,1.6
10.1.5.0228,LITTLE SAHARA REC AREA,UT,1,39.7267,-112.3069,1594.1,0.7
10.1.5.0233,MIDVALE,UT,1,40.6,-111.9167,1324.1,0.7
10.1.5.0234,MILFORD,UT,1,38.4017,-113.0161,1526.7,0.7
10.1.5.0237,NEPHI,UT,1,39.7119,-111.8319,1568.5,0.9
10.1.5.0238,NEW HARMONY,UT,1,37.4636,-113.2897,1574.9,1.9
10.1.5.0240,OGDEN PIONEER PH,UT,1,41.2439,-111.9467,1325.9,1.2
10.1.5.0242,PARK VALLEY,UT,1,41.8,-113.35,1658.1,1
10.1.5.0244,PAROWAN,UT,1,37.8622,-112.8292,1791.6,1.1
10.1.5.0245,PARTOUN,UT,1,39.6308,-113.8858,1456.9,0.3
10.1.5.0246,PAYSON,UT,1,40.0369,-111.7481,1411.2,1.2
10.1.5.0248,PLEASANT GROVE,UT,1,40.3678,-111.7333,1430.1,0.8
10.1.5.0250,PROVO BYU,UT,1,40.2458,-111.6508,1392.9,1.1
10.1.5.0252,RICHFIELD RADIO KSVC,UT,1,38.7617,-112.0778,1610.9,0.5
10.1.5.0253,RIVERDALE,UT,1,41.15,-112,1341.1,1.2
10.1.5.0255,SALINA,UT,1,38.9594,-111.8547,1561.5,0.7
10.1.5.0257,SALTAIR SALT PLT,UT,1,40.7667,-112.1167,1283.2,0.7
10.1.5.0258,SALT LAKE TRIAD CTR,UT,1,40.76875,-111.88985,1308.2,0.9
10.1.5.0261,SCIPIO,UT,1,39.2453,-112.1067,1619.7,1.1
10.1.5.0265,SNOWVILLE,UT,1,41.9667,-112.7167,1389.9,1.1
10.1.5.0267,SPANISH FK PWR HOUSE,UT,1,40.08,-111.6047,1438.7,1.3
10.1.5.0268,SUMMIT,UT,1,37.8008,-112.9328,1834,1
10.1.5.0270,THIOKOL PROPULSION F S,UT,1,41.7197,-112.4264,1402.1,1
10.1.5.0271,TOOELE,UT,1,40.5353,-112.3217,1506.9,1.2
10.1.5.0272,TREMONTON,UT,1,41.7108,-112.1636,1313.7,1.4
10.1.5.0273,TRENTON,UT,1,41.9153,-111.9128,1357.9,1.2
10.1.5.0275,UNIV OF UTAH,UT,1,40.7667,-111.8333,1463,1.1
10.1.5.0276,UTAH LAKE LEHI,UT,1,40.3603,-111.8972,1373.1,0.6
10.1.5.0278,VERNON,UT,1,40.0958,-112.4358,1667.6,0.6
10.1.5.0279,VEYO PWR HOUSE,UT,1,37.3522,-113.6667,1402.1,0.7
10.1.5.0280,WAH WAH RCH,UT,1,38.4831,-113.4264,1487.4,0.6
10.1.5.0281,WEBER BASIN PUMP PLT 3,UT,1,41.1092,-111.9125,1493.5,1.9
10.1.5.0282,WENDOVER AP AWOS,UT,1,40.725,-114.03705,1292.5,0.3
10.1.5.0284,Rocky Basin-Settleme,UT,1,40.44,-112.24,2712.7,13.4
10.1.5.0287,Vernon Creek,UT,1,39.94,-112.41,2255.8,6.5
10.1.5.0289,Long Flat,UT,1,37.51,-113.4,2438.4,6
10.1.5.0290,Little Grassy,UT,1,37.49,-113.85,1859.3,3.9
10.1.5.0293,Berry Creek,NV,1,39.32,-114.62,2773.7,9.1
10.1.5.0294,Ward Mountain,NV,1,39.13,-114.96,2804.2,7.6
10.1.5.0300,Taylor Canyon,NV,1,41.23,-116.03,1889.8,4.5
10.1.5.0302,Dorsey Basin,NV,1,40.89,-115.2,2468.9,7.6
10.1.5.0303,Lamoille #3,NV,1,40.65,-115.38,2347,7
10.1.5.0304,Green Mountain,NV,1,40.38,-115.53,2438.4,8.1
10.1.5.0305,Corral Canyon,NV,1,40.28,-115.53,2590.8,9
10.1.5.0306,Hole-in-Mountain,NV,1,40.94,-115.1,2407.9,13.9
10.1.5.0308,Diamond Peak,NV,1,39.56,-115.84,2448.5,3.5
10.1.5.0314,Big Creek Sum,NV,1,39.29,-117.11,2650.2,9.8
10.1.5.0315,Virginia Lakes Ridge,CA,1,38.07,-119.23,2878.8,11.8
10.1.5.0316,Lobdell Lake,CA,1,38.44,-119.37,2814.2,11.1
10.1.5.0317,Monitor Pass,CA,1,38.67,-119.61,2532.9,9.3
10.1.5.0319,TONOPAH,NV,1,38.0511,-117.0903,1644.4,0.4
10.1.5.0320,BISHOP AP,CA,1,37.3711,-118.3581,1250.3,0.6
10.1.5.0321,MODENA,UT,1,37.7981,-113.9256,1664.2,0.8
10.1.5.0322,RENO TAHOE INTL AP,NV,1,39.4839,-119.7711,1344.2,0.5
10.1.5.0324,BATTLE MOUNTAIN 4SE,NV,1,40.6117,-116.8917,1373.1,0.4
10.1.5.0325,ELKO RGNL AP,NV,1,40.8289,-115.7886,1533.1,0.8
10.1.5.0326,LUCIN,UT,1,41.35,-113.9,1362.2,0.7
10.1.5.0327,SALT LAKE CITY INTL AP,UT,1,40.7781,-111.9694,1287.8,0.7
10.1.5.0328,WINNEMUCCA MUNI AP,NV,1,40.9017,-117.8081,1309.4,0.5
10.1.5.0329,MALAD CITY,ID,1,42.1492,-112.2872,1362.5,1.4
10.1.5.0330,LOVELOCK DERBY FLD,NV,1,40.0681,-118.5692,1189.3,0.2
10.1.5.0331,FALLON NAAS,NV,1,39.4167,-118.7167,1199.1,0.3
10.1.5.0332,CEDAR CITY MUNI AP,UT,1,37.7086,-113.0944,1702.6,0.8
10.1.6.0011,RIFLE .96 NNW,CO,1,39.5465,-107.7863,1655.2,1
10.1.6.0017,DURANGO 0.8 NNW,CO,1,37.2876666666667,-107.878933333333,2019.53333333333,2.3
10.1.6.0024,COLLBRAN 0.2 ESE,CO,1,39.2396,-107.966766666667,1832.03333333333,1.2
10.1.6.0031,MONTROSE 1.2 WSW,CO,1,38.48,-107.884533333333,1774.16666666667,0.8
10.1.6.0041,CORTEZ 1.2 SW,CO,1,37.3440666666667,-108.5828,1880,0.8
10.1.6.0042,MEEKER 1.9 WSW,CO,1,40.0366,-107.914266666667,1917.7,1.2
10.1.6.0051,JENSEN 0.4 WSW,UT,1,40.3648,-109.34945,1448.4,1
10.1.6.0052,COLORADO CITY,AZ,1,36.9968,-112.9776,1526.15,0.6
10.1.6.0054,FREDONIA,AZ,1,36.9414,-112.5258,1421,0.6
10.1.6.0055,KAYENTA,AZ,1,36.7333,-110.2833,1738.9,0.6
10.1.6.0056,LEES FERRY,AZ,1,36.8644,-111.6022,978.4,0.2
10.1.6.0058,PAGE,AZ,1,36.9208,-111.4483,1301.5,0.4
10.1.6.0059,PIPE SPRINGS NM,AZ,1,36.8625,-112.7375,1499.6,0.5
10.1.6.0061,ALTENBERN,CO,1,39.4992,-108.3808,1718.2,1.7
10.1.6.0064,CEDAREDGE,CO,1,38.9,-107.9333,1903.2,0.9
10.1.6.0066,CIMARRON,CO,1,38.4433,-107.5569,2137,1.9
10.1.6.0067,COLORADO NM,CO,1,39.1014,-108.7339,1762,0.8
10.1.6.0069,DINOSAUR NATL MONUMNT,CO,1,40.2442,-108.9725,1816.6,1
10.1.6.0071,FT LEWIS,CO,1,37.2308,-108.0514,2320.7,3.6
10.1.6.0072,FRUITA,CO,1,39.1444,-108.7281,1371,0.6
10.1.6.0073,GATEWAY 1ENE,CO,1,38.6878,-108.9608,1423.7,0.5
10.1.6.0075,GRAND JUNCTION WALKER FLD,CO,1,39.12695,-108.53235,1475.85,0.4
10.1.6.0076,GRAND JUNCTION 6ESE,CO,1,39.0422,-108.4664,1450.8,0.4
10.1.6.0078,IGNACIO 1 N,CO,1,37.1364,-107.6264,1969,1.7
10.1.6.0081,LITTLE HILLS,CO,1,40,-108.2,1871.5,1.3
10.1.6.0082,MANCOS 1SW,CO,1,37.335,-108.3161,2102.2,1.5
10.1.6.0085,MESA VERDE NP,CO,1,37.1997,-108.4892,2176.9,2.5
10.1.6.0086,NORTHDALE,CO,1,37.8122,-109.0133,2036.4,1.4
10.1.6.0087,NORWOOD,CO,1,38.13155,-108.2857,2138.35,1.3
10.1.6.0088,PALISADE,CO,1,39.1136,-108.3506,1448.1,0.5
10.1.6.0089,PAONIA 1SW,CO,1,38.8522,-107.6225,1701.1,1
10.1.6.0094,RANGELY 1E,CO,1,40.0889,-108.7728,1608.4,0.9
10.1.6.0095,RIDGWAY,CO,1,38.15,-107.7583,2148.5,1.4
10.1.6.0098,YELLOW JACKET 2W,CO,1,37.5217,-108.755,2113.2,2.4
10.1.6.0100,NAVAJO DAM,NM,1,36.8047,-107.6214,1758.7,0.5
10.1.6.0102,SHIPROCK,NM,1,36.795,-108.6917,1515.5,0.2
10.1.6.0103,ALTAMONT,UT,1,40.3669,-110.2986,1967.8,1.4
10.1.6.0105,ARCHES NP HQS,UT,1,38.6164,-109.6192,1247.5,0.5
10.1.6.0107,BLANDING,UT,1,37.6131,-109.4847,1838.6,1.2
10.1.6.0108,BLUFF,UT,1,37.2825,-109.5575,1316.4,0.4
10.1.6.0109,BONANZA,UT,1,40.0167,-109.1833,1661.2,0.8
10.1.6.0111,BOULDER,UT,1,37.905,-111.42,2026.9,1.5
10.1.6.0112,BULLFROG BASIN,UT,1,37.53,-110.7203,1164.9,0.4
10.1.6.0113,CANYONLANDS-THE NECK,UT,1,38.46,-109.8214,1789.5,0.6
10.1.6.0114,CANYONLANDS-THE NEEDLES,UT,1,38.1678,-109.7597,1495.3,0.6
10.1.6.0115,CAPITOL REEF NP,UT,1,38.2875,-111.26445,1677.15,0.7
10.1.6.0116,CASTLE DALE,UT,1,39.2078,-111.0125,1715.7,0.6
10.1.6.0120,CEDAR PT,UT,1,37.71625,-109.08305,2064.25,2
10.1.6.0125,DINOSAUR NM-QUARRY AREA,UT,1,40.4383,-109.3069,1463.6,0.9
10.1.6.0127,DUCHESNE,UT,1,40.1703,-110.3978,1691.9,0.7
10.1.6.0128,EMERY,UT,1,38.9167,-111.25,1905.9,0.6
10.1.6.0129,ESCALANTE,UT,1,37.7686,-111.5978,1770.9,1
10.1.6.0130,FERRON,UT,1,39.0875,-111.1325,1805.3,0.9
10.1.6.0131,FT DUCHESNE,UT,1,40.2842,-109.8611,1539.8,0.7
10.1.6.0134,GREEN RIVER AVIATION,UT,1,38.9906,-110.1544,1240.5,0.5
10.1.6.0135,HANS FLAT RS,UT,1,38.2553,-110.18,2011.7,0.9
10.1.6.0136,HANNA,UT,1,40.4006,-110.7586,2053.7,2.5
10.1.6.0139,HIAWATHA,UT,1,39.4833,-111.0167,2218.9,2
10.1.6.0143,HOVENWEEP NM,UT,1,37.3858,-109.075,1597.2,0.6
10.1.6.0144,KANAB,UT,1,37.0286,-112.5361,1493.5,0.9
10.1.6.0147,LA SAL,UT,1,38.3167,-109.25,2129,1.9
10.1.6.0151,MEXICAN HAT,UT,1,37.1497,-109.8675,1252.4,0.2
10.1.6.0152,MOAB,UT,1,38.5744,-109.5458,1235.4,0.5
10.1.6.0153,MONTICELLO 2E,UT,1,37.8736,-109.3075,2078.7,2.6
10.1.6.0157,MYTON,UT,1,40.1942,-110.0617,1549.3,0.5
10.1.6.0158,NATURAL BRIDGES NM,UT,1,37.6094,-109.9772,1983.6,1.1
10.1.6.0159,NEOLA,UT,1,40.4178,-110.0511,1813.6,1.1
10.1.6.0161,ORDERVILLE,UT,1,37.2722,-112.6389,1664.2,1.5
10.1.6.0162,OURAY 4NE,UT,1,40.1344,-109.6436,1424.6,0.7
10.1.6.0163,PRICE GAME FARM,UT,1,39.6078,-110.8261,1696.05,1
10.1.6.0164,ROOSEVELT RADIO,UT,1,40.2878,-109.9586,1528.3,0.9
10.1.6.0169,THOMPSON,UT,1,38.9667,-109.7167,1554.2,0.6
10.1.6.0170,TROPIC,UT,1,37.6258,-112.0811,1914.1,1.5
10.1.6.0172,VERNAL,UT,1,40.4403,-109.5356,1629.2,0.9
10.1.6.0174,WELLINGTON 3 E,UT,1,39.5447,-110.6861,1645.9,0.8
10.1.6.0175,ZION NP,UT,1,37.2092,-112.9814,1230.8,0.5
10.1.6.0176,East Willow Creek,UT,1,39.31,-109.53,2530.1,4.3
10.1.6.0178,HANKSVILLE,UT,1,38.3706,-110.7153,1313.1,0.6
10.1.7.0004,ALAMOSA 1.2 NE,CO,1,37.475175,-105.8672,2299.875,0.6
10.1.7.0006,DEL NORTE 3.3 E,CO,1,37.68515,-106.29975,2388.3,1.1
10.1.7.0016,ESPANOLA 1.1 SE,NM,1,35.9968,-106.0562,1715.45,0.4
10.1.7.0024,TAOS 1.6 SSE,NM,1,36.38735,-105.5768,2128.4,0.8
10.1.7.0027,BETATAKIN,AZ,1,36.6778,-110.5411,2220.8,1.4
10.1.7.0030,CANYON DE CHELLY,AZ,1,36.15165,-109.53635,1700,0.3
10.1.7.0034,GANADO,AZ,1,35.7089,-109.5539,1932.4,0.7
10.1.7.0037,GRAND CANYON AIRWAYS,AZ,1,36.05,-112.1333,2115.63333333333,1.9
10.1.7.0038,GRAND CANYON NP 2,AZ,1,36.0528,-112.1503,2068.1,1.5
10.1.7.0040,HOLBROOK,AZ,1,34.9094,-110.1544,1549.9,0.3
10.1.7.0045,KEAMS CANYON,AZ,1,35.8108,-110.1933,1891.3,0.6
10.1.7.0047,LEUPP,AZ,1,35.2833,-110.9667,1434.1,0.4
10.1.7.0051,MT TRUMBULL,AZ,1,36.4167,-113.35,1708.1,0.4
10.1.7.0053,PAINTED DESERT NP,AZ,1,35.0681,-109.7689,1755.6,0.4
10.1.7.0054,PEACH SPRINGS,AZ,1,35.5406,-113.4236,1472.8,0.5
10.1.7.0055,PETRIFIED FOREST NP,AZ,1,34.7994,-109.885,1659.9,0.3
10.1.7.0058,SAINT JOHNS,AZ,1,34.5172,-109.4028,1764.8,0.5
10.1.7.0059,SANDERS,AZ,1,35.2239,-109.3222,1784,0.6
10.1.7.0062,SELIGMAN,AZ,1,35.3322,-112.8797,1600.2,0.6
10.1.7.0063,SNOWFLAKE,AZ,1,34.5081,-110.0839,1719.7,0.6
10.1.7.0065,TEEC NOS POS,AZ,1,36.9233,-109.09,1612.4,0.3
10.1.7.0066,TUBA CITY,AZ,1,36.1306,-111.2436,1520.3,0.3
10.1.7.0067,TUWEEP,AZ,1,36.2861,-113.0636,1455.4,0.6
10.1.7.0068,WINDOW ROCK 4 SW,AZ,1,35.6169,-109.1244,2109.2,0.7
10.1.7.0069,WUPATKI NM,AZ,1,35.5247,-111.3703,1496,0.4
10.1.7.0070,BLANCA 4 NW,CO,1,37.4786,-105.5717,2349.7,0.7
10.1.7.0071,CENTER 4 SSW,CO,1,37.7067,-106.1444,2338.7,0.8
10.1.7.0074,MANASSA,CO,1,37.1742,-105.9392,2343.9,0.8
10.1.7.0075,MONTE VISTA 2W,CO,1,37.5811,-106.1869,2344.5,1
10.1.7.0076,SAGUACHE,CO,1,38.0858,-106.1444,2347.3,0.7
10.1.7.0079,ABIQUIU DAM,NM,1,36.2403,-106.4278,1944.6,0.6
10.1.7.0081,ALBUQUERQUE VALLEY,NM,1,35.0192,-106.6886,1507.1,0.2
10.1.7.0082,ALCALDE,NM,1,36.0908,-106.0567,1731.3,0.5
10.1.7.0083,AUGUSTINE 2E,NM,1,34.075,-107.6211,2133.6,0.6
10.1.7.0084,AZTEC RUINS NM,NM,1,36.835,-108.0006,1720.3,0.5
10.1.7.0086,BERNALILLO,NM,1,35.3167,-106.55,1539.8,0.4
10.1.7.0087,BERNARDO,NM,1,34.4219,-106.8325,1443.2,0.2
10.1.7.0089,BLACK ROCK,NM,1,35.1,-108.7833,1966.9,0.7
10.1.7.0090,BLOOMFIELD 3 SE,NM,1,36.6669,-107.9603,1769.7,0.3
10.1.7.0091,BLUEWATER 3 WSW,NM,1,35.25,-108.0333,2073.9,0.6
10.1.7.0092,CERRO,NM,1,36.7408,-105.5956,2331.7,1.3
10.1.7.0093,CHACO CANYON NATL MON,NM,1,36.0286,-107.9106,1881.8,0.4
10.1.7.0094,COCHITI DAM,NM,1,35.6414,-106.3322,1694.7,0.6
10.1.7.0096,CROWNPOINT,NM,1,35.6833,-108.15,2122.9,0.6
10.1.7.0097,CUBA,NM,1,35.995,-106.9703,2105.6,0.9
10.1.7.0098,CUBERO,NM,1,35.0883,-107.5178,1888.2,0.7
10.1.7.0100,EL MORRO NATL MON,NM,1,35.0381,-108.3492,2201.6,1.1
10.1.7.0101,EL RITO,NM,1,36.3467,-106.1878,2094,0.8
10.1.7.0103,FARMINGTON AG SCI CNT,NM,1,36.6897,-108.3086,1714.5,0.3
10.1.7.0104,FENCE LAKE,NM,1,34.6528,-108.6764,2153.4,1
10.1.7.0105,FRUITLAND,NM,1,36.7381,-108.3483,1563.6,0.3
10.1.7.0110,GRANTS AP,NM,1,35.1664,-107.8992,1987.3,0.5
10.1.7.0115,JOHNSON RCH,NM,1,35.9547,-107.0856,2195.5,1
10.1.7.0116,LAGUNA,NM,1,35.0464,-107.3736,1777,0.6
10.1.7.0118,LOS LUNAS 3 SSW,NM,1,34.7675,-106.7611,1475.2,0.2
10.1.7.0119,LYBROOK,NM,1,36.2303,-107.5472,2179.3,0.9
10.1.7.0120,MAGDALENA,NM,1,34.1167,-107.2333,1993.4,0.8
10.1.7.0126,OTIS,NM,1,36.3339,-107.8408,2097,0.7
10.1.7.0131,QUEMADO,NM,1,34.3447,-108.4922,2096.4,0.8
10.1.7.0134,SAN FIDEL 2 E,NM,1,35.1,-107.6,1879.1,0.4
10.1.7.0136,SANTA FE 2,NM,1,35.6194,-105.9753,2059.2,0.8
10.1.7.0139,STAR LAKE,NM,1,35.9247,-107.4656,2022.3,0.5
10.1.7.0140,THOREAU,NM,1,35.4167,-108.2333,2176.9,0.7
10.1.7.0141,TOHATCHI 1 ESE,NM,1,35.85,-108.7333,1958,0.5
10.1.7.0143,TORREON NAVAJO MISSION,NM,1,35.7992,-107.1814,2042.2,0.6
10.1.7.0144,TURQUOISE BONANZA CK,NM,1,35.55,-106.1,1866.6,0.5
10.1.7.0146,ALBUQUERQUE INTL AP,NM,1,35.0419,-106.6156,1618.5,0.2
10.1.7.0148,ALAMOSA SAN LUIS AP,CO,1,37.4389,-105.8614,2296.1,0.6
10.1.7.0149,GALLUP MUNI AP,NM,1,35.5144,-108.7939,1972.4,0.7
10.1.7.0151,WINSLOW MUNI AP,AZ,1,35.0281,-110.7208,1489.3,0.4
10.1.7.0152,ZUNI,NM,1,35.0706,-108.8389,1923.6,0.6
10.1.8.0008,ABERDEEN EXP STN,ID,1,42.9536,-112.8253,1342.6,0.9
10.1.8.0010,AMERICAN FALLS 6 NE,ID,1,42.8572,-112.88,1345.7,1
10.1.8.0011,ASHTON 1N,ID,1,44.0708,-111.4564,1588.6,4.1
10.1.8.0013,BLACKFOOT FIRE DEPT,ID,1,43.1917,-112.3453,1371.3,0.7
10.1.8.0014,BLISS 4 NW,ID,1,42.9544,-115.0131,998.2,0.8
10.1.8.0015,BOISE AIR TERMINAL,ID,1,43.56765,-116.2253,864.1,0.5
10.1.8.0017,BUHL,ID,1,42.6003,-114.756,1152.6,0.4
10.1.8.0018,BURLEY,ID,1,42.5375,-113.7747,1268.75,0.6
10.1.8.0020,CALDWELL,ID,1,43.6667,-116.6833,722.4,0.6
10.1.8.0021,CAMBRIDGE,ID,1,44.5733,-116.6753,807.7,2.6
10.1.8.0022,CASTLEFORD 2 N,ID,1,42.5503,-114.8661,1165.9,0.5
10.1.8.0023,COUNCIL,ID,1,44.7442,-116.4325,897,2.8
10.1.8.0024,CRATERS OF THE MOON,ID,1,43.4628,-113.56,1802.6,5.1
10.1.8.0025,DEER FLAT DAM,ID,1,43.5764,-116.7475,765,0.4
10.1.8.0026,DRIGGS,ID,1,43.7306,-111.1125,1865.4,2.9
10.1.8.0027,DUBOIS EXP STN,ID,1,44.2436,-112.2006,1661.2,1.8
10.1.8.0028,EMMETT 2 E,ID,1,43.8544,-116.4664,728.5,0.7
10.1.8.0029,FAIRFIELD RS,ID,1,43.3428,-114.79,1543.8,3.9
10.1.8.0031,FT HALL 1 NNE,ID,1,43.0425,-112.4144,1360.9,1
10.1.8.0033,GLENNS FERRY,ID,1,42.9403,-115.3231,751.6,0.7
10.1.8.0034,GRAND VIEW 4 NW,ID,1,43.0175,-116.1772,731.5,0.3
10.1.8.0038,HAILEY 3 NNW,ID,1,43.5667,-114.3333,1653.2,4.1
10.1.8.0039,HAMER 4 NW,ID,1,43.9664,-112.2642,1460,1.1
10.1.8.0040,HAZELTON,ID,1,42.5972,-114.1378,1237.5,0.8
10.1.8.0041,HILL CITY 1 W,ID,1,43.2994,-115.0733,1554.5,4.2
10.1.8.0043,IDAHO FALLS - KIFI,ID,1,43.5139,-112.0125,1445.4,1.1
10.1.8.0045,JEROME,ID,1,42.7325,-114.5192,1140,0.6
10.1.8.0047,KUNA,ID,1,43.4833,-116.4167,819.9,0.5
10.1.8.0051,MERIDIAN 1 W,ID,1,43.6167,-116.4167,798.9,0.9
10.1.8.0054,MINIDOKA DAM,ID,1,42.6769,-113.5022,1269.2,0.7
10.1.8.0056,MTN HOME,ID,1,43.1261,-115.7119,957.1,0.5
10.1.8.0057,NAMPA 2 NW,ID,1,43.6103,-116.5793,752.9,0.4
10.1.8.0058,OAKLEY,ID,1,42.2342,-113.8981,1389.6,0.6
10.1.8.0061,PARMA EXP STN,ID,1,43.8022,-116.9442,698,0.7
10.1.8.0062,PAUL 1ENE,ID,1,42.60795,-113.76015,1272.55,0.7
10.1.8.0063,PAYETTE,ID,1,44.0764,-116.9311,655.3,0.8
10.1.8.0064,PICABO,ID,1,43.3086,-114.0667,1474.9,2.2
10.1.8.0067,RICHFIELD,ID,1,43.0517,-114.155,1313.4,1.7
10.1.8.0069,SAINT ANTHONY,ID,1,43.9517,-111.6789,1496.6,2
10.1.8.0070,SHOSHONE 1 WNW,ID,1,42.9383,-114.4169,1204,1.3
10.1.8.0072,SUGAR CITY,ID,1,43.8867,-111.7367,1501.1,1.8
10.1.8.0074,SWAN FALLS PH,ID,1,43.2436,-116.3783,708.7,0.3
10.1.8.0077,TWIN FALLS-KMVT,ID,1,42.58205,-114.4618,1121.8,0.5
10.1.8.0078,TWIN FALLS 3 SE,ID,1,42.5333,-114.4167,1150,0.5
10.1.8.0079,TWIN FALLS 6 E,ID,1,42.5458,-114.3461,1207,0.7
10.1.8.0080,WEISER,ID,1,44.2456,-116.9697,646.2,1
10.1.8.0081,ADRIAN,OR,1,43.7333,-117.0667,680,0.6
10.1.8.0082,HARPER,OR,1,43.8667,-117.6167,766,0.6
10.1.8.0083,MALHEUR BRANCH EXP STN,OR,1,43.9794,-117.0247,688.8,0.7
10.1.8.0084,NYSSA,OR,1,43.8764,-116.9903,662.9,0.8
10.1.8.0085,ONTARIO KSRV,OR,1,44.0439,-116.9717,653.8,0.7
10.1.8.0086,VALE,OR,1,43.9814,-117.2439,682.8,0.7
10.1.8.0087,ALTA 1 NNW,WY,1,43.7728,-111.0339,1962.9,4.3
10.1.8.0092,GOODING 2 S,ID,1,42.9167,-114.7167,1088.1,1.1
10.1.8.0093,IDAHO FALLS FANNING FLD,ID,1,43.5164,-112.0672,1441.4,1.2
10.1.8.0094,POCATELLO RGNL AP,ID,1,42.9203,-112.5711,1364.9,0.6
10.1.8.0095,IDAHO FALLS 46 W,ID,1,43.5317,-112.9422,1505.1,1.1
10.2.1.0008,KINGMAN,AZ,1,35.1833,-114.05,1024.1,0.2
10.2.1.0014,TRUXTON CANYON,AZ,1,35.3881,-113.6594,1164.3,0.4
10.2.1.0028,FAIRMONT,CA,1,34.705,-118.4297,932.7,1.1
10.2.1.0040,MITCHELL CAVERNS,CA,1,34.943600000000004,-115.5469,1325.9,0.4
10.2.1.0041,MOJAVE,CA,1,35.04125,-118.15595,825.25,0.3
10.2.1.0044,MTN PASS,CA,1,35.46475,-115.53735,1448.85,0.6
10.2.1.0049,RANDSBURG,CA,1,35.3692,-117.6525,1088.1,0.2
10.2.1.0086,SEARCHLIGHT,NV,1,35.4661,-114.9217,1079,0.4
10.2.1.0090,ST GEORGE,UT,1,37.1189,-113.6067,870.8,0.3
10.2.2.0016,BAGDAD,AZ,1,34.5975,-113.1744,1199.4,0.3
10.2.2.0053,KITT PEAK,AZ,1,31.9603,-111.5978,2069.6,1.5
10.2.4.0006,AFTON 6 NE,NM,1,32.1167,-106.8667,1276.8,0.3
10.2.4.0007,AGRICULTURAL COLLEGE,NM,1,32.28275,-106.75485,1188.75,0.3
10.2.4.0008,ALAMOGORDO,NM,1,32.9181,-105.955,1335,0.3
10.2.4.0009,ALEMAN RCH,NM,1,32.9308,-106.9328,1378,0.3
10.2.4.0010,ANIMAS 3ESE,NM,1,31.9381,-108.7689,1371.9,0.4
10.2.4.0011,ARTESIA 6S,NM,1,32.7547,-104.3836,1026,0.4
10.2.4.0012,BINGHAM 2 NE,NM,1,33.9114,-106.3494,1691.9,0.3
10.2.4.0013,BITTER LAKES WL REFUGE,NM,1,33.4594,-104.4042,1116.8,0.4
10.2.4.0014,BOSQUE DEL APACHE,NM,1,33.8044,-106.8908,1375.3,0.4
10.2.4.0016,CABALLO DAM,NM,1,32.8964,-107.3078,1292,0.3
10.2.4.0017,CARLSBAD,NM,1,32.3478,-104.2225,951,0.4
10.2.4.0018,CARRIZOZO 1SW,NM,1,33.6308,-105.8964,1647.4,0.4
10.2.4.0022,DEMING,NM,1,32.25765,-107.73685,1310.75,0.3
10.2.4.0024,ELEPHANT BUTTE DAM,NM,1,33.1461,-107.1842,1393.2,0.4
10.2.4.0029,FT BAYARD,NM,1,32.7939,-108.1514,1859,0.5
10.2.4.0030,GAGE,NM,1,32.2261,-108.0867,1365.2,0.3
10.2.4.0031,HACHITA 1W,NM,1,31.9194,-108.3442,1361.2,0.2
10.2.4.0033,HATCH,NM,1,32.6775,-107.1958,1242.1,0.3
10.2.4.0035,HILLSBORO,NM,1,32.9203,-107.5656,1605.4,0.5
10.2.4.0037,HOPE,NM,1,32.8094,-104.7378,1245.1,0.4
10.2.4.0038,JAL,NM,1,32.1103,-103.1872,930.9,0.3
10.2.4.0039,JORNADA EXP RANGE,NM,1,32.6161,-106.7403,1316.1,0.3
10.2.4.0040,LAKE AVALON,NM,1,32.4833,-104.25,979,0.3
10.2.4.0041,LORDSBURG 4 SE,NM,1,32.3094,-108.6531,1293.6,0.3
10.2.4.0044,OCHOA,NM,1,32.1664,-103.425,1035.7,0.4
10.2.4.0045,OROGRANDE,NM,1,32.3789,-106.0925,1286.6,0.3
10.2.4.0047,REDROCK 1 NNE,NM,1,32.7047,-108.7281,1236.3,0.3
10.2.4.0048,RIENHARDT RCH,NM,1,33.7528,-107.2094,1661.2,0.4
10.2.4.0050,ROSWELL CLIMAT,NM,1,33.39,-104.5376,1102.45,0.5
